[0.026s][info][class,load] opened: D:\DevelopSoftwares\path\jdk-11.0.5\lib\modules
[0.347s][info][class,load] java.lang.invoke.LambdaForm$DMH/0x0000000100064840 source: java.lang.invoke.LambdaForm
[0.347s][info][class,load] java.util.regex.Pattern$CharPredicate$$Lambda$5/0x0000000100064c40 source: java.util.regex.Pattern$CharPredicate
[0.348s][info][class,load] java.util.regex.Pattern$CharPropertyGreedy source: jrt:/java.base
[0.348s][info][class,load] java.util.regex.Pattern$Dollar source: jrt:/java.base
[0.348s][info][class,load] java.util.regex.Pattern$SliceNode source: jrt:/java.base
[0.348s][info][class,load] java.util.regex.Pattern$Slice source: jrt:/java.base
[0.348s][info][class,load] java.util.regex.Pattern$Begin source: jrt:/java.base
[0.348s][info][class,load] java.util.regex.Pattern$First source: jrt:/java.base
[0.348s][info][class,load] java.util.regex.Pattern$Start source: jrt:/java.base
[0.348s][info][class,load] java.util.regex.Pattern$TreeInfo source: jrt:/java.base
[0.348s][info][class,load] java.util.regex.MatchResult source: jrt:/java.base
[0.348s][info][class,load] java.util.regex.Matcher source: jrt:/java.base
[0.348s][info][class,load] java.util.regex.IntHashSet source: jrt:/java.base
[0.348s][info][class,load] java.util.regex.Pattern$GroupTail source: jrt:/java.base
[0.349s][info][class,load] java.util.regex.Pattern$BnM source: jrt:/java.base
[0.349s][info][class,load] com.simontuffs.onejar.JarClassLoader$ByteCode source: file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar
[0.356s][info][class,load] java.io.DataOutputStream source: jrt:/java.base
[0.356s][info][class,load] java.util.LinkedHashMap$LinkedEntrySet source: jrt:/java.base
[0.356s][info][class,load] java.util.LinkedHashMap$LinkedHashIterator source: jrt:/java.base
[0.356s][info][class,load] java.util.LinkedHashMap$LinkedEntryIterator source: jrt:/java.base
[0.358s][info][class,load] jdk.internal.util.ArraysSupport source: jrt:/java.base
[0.570s][info][class,load] sun.security.util.SignatureFileVerifier source: jrt:/java.base
[0.674s][info][class,load] com.bored.Bored source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/main/Bored-v0.1.2020.5.13.jar
[0.675s][info][class,load] com.bored.core.URL source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/main/Bored-v0.1.2020.5.13.jar
[0.675s][info][class,load] com.bored.core.model.Category source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/main/Bored-v0.1.2020.5.13.jar
[0.675s][info][class,load] com.bored.core.model.Tag source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/main/Bored-v0.1.2020.5.13.jar
[0.676s][info][class,load] com.bored.core.model.Site source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/main/Bored-v0.1.2020.5.13.jar
[0.676s][info][class,load] com.bored.core.model.Page source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/main/Bored-v0.1.2020.5.13.jar
[0.676s][info][class,load] com.bored.core.template.JetTemplateHelper source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/main/Bored-v0.1.2020.5.13.jar
[0.676s][info][class,load] jdk.internal.reflect.NativeMethodAccessorImpl source: jrt:/java.base
[0.676s][info][class,load] jdk.internal.reflect.DelegatingMethodAccessorImpl source: jrt:/java.base
[0.677s][info][class,load] org.slf4j.LoggerFactory source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/slf4j-api-1.7.2.jar
[0.677s][info][class,load] org.slf4j.ILoggerFactory source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/slf4j-api-1.7.2.jar
[0.677s][info][class,load] java.lang.IllegalStateException source: jrt:/java.base
[0.677s][info][class,load] java.lang.NoSuchFieldError source: jrt:/java.base
[0.677s][info][class,load] org.slf4j.helpers.SubstituteLoggerFactory source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/slf4j-api-1.7.2.jar
[0.678s][info][class,load] org.slf4j.Logger source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/slf4j-api-1.7.2.jar
[0.678s][info][class,load] org.slf4j.helpers.NOPLoggerFactory source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/slf4j-api-1.7.2.jar
[0.678s][info][class,load] java.util.LinkedHashSet source: jrt:/java.base
[0.679s][info][class,load] java.util.Collections$EmptyIterator source: jrt:/java.base
[0.679s][info][class,load] jdk.internal.loader.BuiltinClassLoader$1 source: jrt:/java.base
[0.680s][info][class,load] java.lang.CompoundEnumeration source: jrt:/java.base
[0.680s][info][class,load] jdk.internal.loader.URLClassPath$1 source: jrt:/java.base
[0.681s][info][class,load] com.simontuffs.onejar.JarClassLoader$2 source: file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar
[0.681s][info][class,load] org.slf4j.spi.LoggerFactoryBinder source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/slf4j-api-1.7.2.jar
[0.681s][info][class,load] org.slf4j.impl.StaticLoggerBinder source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/slf4j-log4j12-1.7.2.jar
[0.682s][info][class,load] org.apache.log4j.Priority source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.682s][info][class,load] org.apache.log4j.Level source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.682s][info][class,load] org.slf4j.impl.Log4jLoggerFactory source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/slf4j-log4j12-1.7.2.jar
[0.683s][info][class,load] org.apache.log4j.LogManager source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.683s][info][class,load] java.io.StringWriter source: jrt:/java.base
[0.683s][info][class,load] org.apache.log4j.spi.LoggerRepository source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.683s][info][class,load] org.apache.log4j.spi.RepositorySelector source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.683s][info][class,load] org.apache.log4j.spi.AppenderAttachable source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.684s][info][class,load] org.apache.log4j.Category source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.684s][info][class,load] org.apache.log4j.Logger source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.684s][info][class,load] org.apache.log4j.spi.RootLogger source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.684s][info][class,load] org.apache.log4j.spi.RendererSupport source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.684s][info][class,load] org.apache.log4j.spi.ThrowableRendererSupport source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.684s][info][class,load] org.apache.log4j.Hierarchy source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.685s][info][class,load] org.apache.log4j.spi.LoggerFactory source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.685s][info][class,load] java.util.MissingResourceException source: jrt:/java.base
[0.686s][info][class,load] org.apache.log4j.or.RendererMap source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.686s][info][class,load] org.apache.log4j.or.ObjectRenderer source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.686s][info][class,load] org.apache.log4j.or.DefaultRenderer source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.686s][info][class,load] org.apache.log4j.DefaultCategoryFactory source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.687s][info][class,load] org.apache.log4j.spi.DefaultRepositorySelector source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.687s][info][class,load] org.apache.log4j.helpers.OptionConverter source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.687s][info][class,load] java.lang.InstantiationException source: jrt:/java.base
[0.687s][info][class,load] java.lang.IllegalAccessException source: jrt:/java.base
[0.687s][info][class,load] java.lang.NumberFormatException source: jrt:/java.base
[0.688s][info][class,load] org.apache.log4j.spi.Configurator source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.688s][info][class,load] java.lang.reflect.InvocationTargetException source: jrt:/java.base
[0.688s][info][class,load] org.apache.log4j.helpers.Loader source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.689s][info][class,load] java.lang.InterruptedException source: jrt:/java.base
[0.689s][info][class,load] java.lang.Thread$State source: jrt:/java.base
[0.690s][info][class,load] java.lang.reflect.AccessibleObject$$Lambda$6/0x0000000100062040 source: java.lang.reflect.AccessibleObject
[0.691s][info][class,load] sun.reflect.annotation.AnnotationParser source: jrt:/java.base
[0.691s][info][class,load] sun.reflect.generics.parser.SignatureParser source: jrt:/java.base
[0.691s][info][class,load] sun.reflect.generics.tree.Tree source: jrt:/java.base
[0.692s][info][class,load] sun.reflect.generics.tree.TypeTree source: jrt:/java.base
[0.692s][info][class,load] sun.reflect.generics.tree.TypeArgument source: jrt:/java.base
[0.692s][info][class,load] sun.reflect.generics.tree.ReturnType source: jrt:/java.base
[0.692s][info][class,load] sun.reflect.generics.tree.TypeSignature source: jrt:/java.base
[0.692s][info][class,load] sun.reflect.generics.tree.BaseType source: jrt:/java.base
[0.692s][info][class,load] sun.reflect.generics.tree.FieldTypeSignature source: jrt:/java.base
[0.692s][info][class,load] sun.reflect.generics.tree.SimpleClassTypeSignature source: jrt:/java.base
[0.692s][info][class,load] sun.reflect.generics.tree.ClassTypeSignature source: jrt:/java.base
[0.692s][info][class,load] sun.reflect.generics.scope.Scope source: jrt:/java.base
[0.692s][info][class,load] sun.reflect.generics.scope.AbstractScope source: jrt:/java.base
[0.692s][info][class,load] sun.reflect.generics.scope.ClassScope source: jrt:/java.base
[0.692s][info][class,load] sun.reflect.generics.factory.GenericsFactory source: jrt:/java.base
[0.692s][info][class,load] sun.reflect.generics.factory.CoreReflectionFactory source: jrt:/java.base
[0.692s][info][class,load] sun.reflect.generics.visitor.TypeTreeVisitor source: jrt:/java.base
[0.693s][info][class,load] sun.reflect.generics.visitor.Reifier source: jrt:/java.base
[0.693s][info][class,load] java.lang.reflect.GenericArrayType source: jrt:/java.base
[0.693s][info][class,load] sun.reflect.annotation.AnnotationType source: jrt:/java.base
[0.693s][info][class,load] sun.reflect.annotation.AnnotationType$1 source: jrt:/java.base
[0.693s][info][class,load] java.lang.annotation.Retention source: jrt:/java.base
[0.693s][info][class,load] java.lang.annotation.Inherited source: jrt:/java.base
[0.693s][info][class,load] java.lang.annotation.RetentionPolicy source: jrt:/java.base
[0.694s][info][class,load] java.lang.Class$3 source: jrt:/java.base
[0.694s][info][class,load] sun.reflect.annotation.ExceptionProxy source: jrt:/java.base
[0.694s][info][class,load] sun.reflect.annotation.AnnotationTypeMismatchExceptionProxy source: jrt:/java.base
[0.694s][info][class,load] sun.reflect.annotation.AnnotationParser$1 source: jrt:/java.base
[0.694s][info][class,load] java.lang.reflect.InvocationHandler source: jrt:/java.base
[0.694s][info][class,load] sun.reflect.annotation.AnnotationInvocationHandler source: jrt:/java.base
[0.694s][info][class,load] java.lang.reflect.Proxy source: jrt:/java.base
[0.694s][info][class,load] jdk.internal.loader.AbstractClassLoaderValue$Sub source: jrt:/java.base
[0.695s][info][class,load] java.lang.reflect.Proxy$$Lambda$7/0x0000000100062440 source: java.lang.reflect.Proxy
[0.695s][info][class,load] java.lang.invoke.InnerClassLambdaMetafactory$1 source: jrt:/java.base
[0.695s][info][class,load] java.lang.invoke.BoundMethodHandle source: jrt:/java.base
[0.696s][info][class,load] java.lang.invoke.ClassSpecializer source: jrt:/java.base
[0.696s][info][class,load] java.lang.invoke.BoundMethodHandle$Specializer source: jrt:/java.base
[0.696s][info][class,load] java.lang.invoke.ClassSpecializer$1 source: jrt:/java.base
[0.696s][info][class,load] java.lang.invoke.ClassSpecializer$SpeciesData source: jrt:/java.base
[0.696s][info][class,load] java.lang.invoke.BoundMethodHandle$SpeciesData source: jrt:/java.base
[0.697s][info][class,load] java.util.ImmutableCollections$SubList source: jrt:/java.base
[0.697s][info][class,load] java.lang.invoke.ClassSpecializer$Factory source: jrt:/java.base
[0.697s][info][class,load] java.lang.invoke.BoundMethodHandle$Specializer$Factory source: jrt:/java.base
[0.697s][info][class,load] java.lang.invoke.SimpleMethodHandle source: jrt:/java.base
[0.698s][info][class,load] java.lang.invoke.BoundMethodHandle$Species_L source: jrt:/java.base
[0.698s][info][class,load] java.lang.invoke.DirectMethodHandle$1 source: jrt:/java.base
[0.698s][info][class,load] java.lang.invoke.DirectMethodHandle$Accessor source: jrt:/java.base
[0.699s][info][class,load] sun.invoke.util.Wrapper$1 source: jrt:/java.base
[0.699s][info][class,load] java.lang.invoke.DelegatingMethodHandle source: jrt:/java.base
[0.699s][info][class,load] java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle source: jrt:/java.base
[0.699s][info][class,load] java.lang.invoke.DelegatingMethodHandle$Holder source: jrt:/java.base
[0.700s][info][class,load] java.lang.invoke.LambdaFormEditor source: jrt:/java.base
[0.700s][info][class,load] java.lang.invoke.LambdaFormEditor$Transform source: jrt:/java.base
[0.700s][info][class,load] java.lang.invoke.LambdaFormBuffer source: jrt:/java.base
[0.701s][info][class,load] java.lang.invoke.LambdaForm$MH/0x00000001000a0040 source: java.lang.invoke.LambdaForm
[0.701s][info][class,load] jdk.internal.loader.AbstractClassLoaderValue$Memoizer source: jrt:/java.base
[0.702s][info][class,load] java.lang.reflect.Proxy$ProxyBuilder source: jrt:/java.base
[0.702s][info][class,load] java.util.Collections$SingletonList source: jrt:/java.base
[0.702s][info][class,load] java.util.Collections$1 source: jrt:/java.base
[0.702s][info][class,load] java.lang.PublicMethods source: jrt:/java.base
[0.702s][info][class,load] java.util.LinkedHashMap$LinkedValues source: jrt:/java.base
[0.702s][info][class,load] java.util.LinkedHashMap$LinkedValueIterator source: jrt:/java.base
[0.703s][info][class,load] java.lang.reflect.Proxy$$Lambda$8/0x00000001000a0440 source: java.lang.reflect.Proxy
[0.703s][info][class,load] java.lang.reflect.ProxyGenerator source: jrt:/java.base
[0.704s][info][class,load] sun.security.action.GetBooleanAction source: jrt:/java.base
[0.704s][info][class,load] java.lang.reflect.ProxyGenerator$ConstantPool source: jrt:/java.base
[0.704s][info][class,load] java.lang.reflect.ProxyGenerator$ProxyMethod source: jrt:/java.base
[0.704s][info][class,load] java.lang.reflect.ProxyGenerator$MethodInfo source: jrt:/java.base
[0.704s][info][class,load] java.lang.reflect.ProxyGenerator$ConstantPool$Entry source: jrt:/java.base
[0.704s][info][class,load] java.lang.reflect.ProxyGenerator$ConstantPool$ValueEntry source: jrt:/java.base
[0.704s][info][class,load] java.lang.reflect.ProxyGenerator$ConstantPool$IndirectEntry source: jrt:/java.base
[0.704s][info][class,load] java.lang.reflect.ProxyGenerator$FieldInfo source: jrt:/java.base
[0.705s][info][class,load] java.lang.reflect.ProxyGenerator$PrimitiveTypeInfo source: jrt:/java.base
[0.705s][info][class,load] java.lang.reflect.ProxyGenerator$ExceptionTableEntry source: jrt:/java.base
[0.706s][info][class,load] com.sun.proxy.$Proxy0 source: __JVM_DefineClass__
[0.707s][info][class,load] java.lang.reflect.Proxy$ProxyBuilder$1 source: jrt:/java.base
[0.707s][info][class,load] java.lang.annotation.Target source: jrt:/java.base
[0.707s][info][class,load] java.lang.Module$ReflectionData source: jrt:/java.base
[0.707s][info][class,load] java.lang.WeakPairMap source: jrt:/java.base
[0.707s][info][class,load] java.lang.WeakPairMap$Pair source: jrt:/java.base
[0.707s][info][class,load] java.lang.WeakPairMap$Pair$Lookup source: jrt:/java.base
[0.708s][info][class,load] java.lang.reflect.Proxy$ProxyBuilder$$Lambda$9/0x00000001000a7840 source: java.lang.reflect.Proxy$ProxyBuilder
[0.708s][info][class,load] java.lang.module.ModuleDescriptor$Builder source: jrt:/java.base
[0.709s][info][class,load] jdk.internal.module.Checks source: jrt:/java.base
[0.709s][info][class,load] java.util.function.Consumer source: jrt:/java.base
[0.709s][info][class,load] java.lang.module.ModuleDescriptor$Builder$$Lambda$10/0x00000001000a7c40 source: java.lang.module.ModuleDescriptor$Builder
[0.710s][info][class,load] java.util.EnumSet source: jrt:/java.base
[0.710s][info][class,load] java.util.RegularEnumSet source: jrt:/java.base
[0.710s][info][class,load] java.util.RegularEnumSet$EnumSetIterator source: jrt:/java.base
[0.711s][info][class,load] java.util.Collections$SingletonSet source: jrt:/java.base
[0.711s][info][class,load] java.lang.WeakPairMap$WeakRefPeer source: jrt:/java.base
[0.711s][info][class,load] java.lang.WeakPairMap$Pair$Weak source: jrt:/java.base
[0.711s][info][class,load] java.lang.WeakPairMap$Pair$Weak$1 source: jrt:/java.base
[0.711s][info][class,load] java.lang.Module$$Lambda$11/0x00000001000a7040 source: java.lang.Module
[0.712s][info][class,load] java.lang.WeakPairMap$$Lambda$12/0x00000001000a7440 source: java.lang.WeakPairMap
[0.714s][info][class,load] com.sun.proxy.jdk.proxy1.$Proxy1 source: __JVM_DefineClass__
[0.714s][info][class,load] java.lang.CloneNotSupportedException source: jrt:/java.base
[0.714s][info][class,load] sun.nio.ch.Interruptible source: jrt:/java.base
[0.714s][info][class,load] java.util.StringJoiner source: jrt:/java.base
[0.715s][info][class,load] org.apache.log4j.helpers.LogLog source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.718s][info][class,load] org.apache.log4j.PropertyConfigurator source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.719s][info][class,load] java.io.InterruptedIOException source: jrt:/java.base
[0.720s][info][class,load] com.simontuffs.onejar.OneJarFile source: file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar
[0.720s][info][class,load] com.simontuffs.onejar.OneJarFile$1 source: file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar
[0.727s][info][class,load] java.util.Properties$LineReader source: jrt:/java.base
[0.727s][info][class,load] java.util.StringTokenizer source: jrt:/java.base
[0.727s][info][class,load] org.apache.log4j.Appender source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.728s][info][class,load] org.apache.log4j.spi.OptionHandler source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.728s][info][class,load] org.apache.log4j.AppenderSkeleton source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.729s][info][class,load] org.apache.log4j.WriterAppender source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.729s][info][class,load] org.apache.log4j.ConsoleAppender source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.729s][info][class,load] org.apache.log4j.spi.ErrorHandler source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.729s][info][class,load] org.apache.log4j.ConsoleAppender$SystemErrStream source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.729s][info][class,load] org.apache.log4j.ConsoleAppender$SystemOutStream source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.730s][info][class,load] org.apache.log4j.Layout source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.730s][info][class,load] org.apache.log4j.helpers.OnlyOnceErrorHandler source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.730s][info][class,load] org.apache.log4j.PatternLayout source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.730s][info][class,load] org.apache.log4j.helpers.PatternParser source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.731s][info][class,load] org.apache.log4j.helpers.PatternConverter source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.731s][info][class,load] org.apache.log4j.helpers.PatternParser$NamedPatternConverter source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.731s][info][class,load] org.apache.log4j.helpers.PatternParser$CategoryPatternConverter source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.731s][info][class,load] org.apache.log4j.helpers.PatternParser$ClassNamePatternConverter source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.731s][info][class,load] java.text.Format source: jrt:/java.base
[0.731s][info][class,load] java.text.DateFormat source: jrt:/java.base
[0.731s][info][class,load] org.apache.log4j.helpers.AbsoluteTimeDateFormat source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.732s][info][class,load] org.apache.log4j.helpers.ISO8601DateFormat source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.732s][info][class,load] org.apache.log4j.helpers.DateTimeDateFormat source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.732s][info][class,load] java.text.SimpleDateFormat source: jrt:/java.base
[0.732s][info][class,load] org.apache.log4j.helpers.PatternParser$DatePatternConverter source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.732s][info][class,load] org.apache.log4j.helpers.PatternParser$LocationPatternConverter source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.732s][info][class,load] org.apache.log4j.helpers.PatternParser$BasicPatternConverter source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.734s][info][class,load] org.apache.log4j.helpers.PatternParser$MDCPatternConverter source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.734s][info][class,load] org.apache.log4j.helpers.PatternParser$LiteralPatternConverter source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.734s][info][class,load] org.apache.log4j.helpers.FormattingInfo source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.735s][info][class,load] org.apache.log4j.config.PropertySetter source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.735s][info][class,load] java.beans.IntrospectionException source: jrt:/java.desktop
[0.735s][info][class,load] java.beans.BeanInfo source: jrt:/java.desktop
[0.735s][info][class,load] org.apache.log4j.config.PropertySetterException source: jar:file:/D:/DevPs/Bored/target/Bored-v0.1.2020.5.13.one-jar.jar!/lib/log4j-1.2.17.jar
[0.736s][info][class,load] java.util.Hashtable$Enumerator source: jrt:/java.base
[0.736s][info][class,load] java.beans.Introspector source: jrt:/java.desktop
[0.736s][info][class,load] com.sun.beans.WeakCache source: jrt:/java.desktop
[0.737s][info][class,load] java.beans.FeatureDescriptor source: jrt:/java.desktop
[0.737s][info][class,load] java.beans.EventSetDescriptor source: jrt:/java.desktop
[0.737s][info][class,load] jdk.internal.misc.JavaBeansAccess source: jrt:/java.base
[0.737s][info][class,load] java.beans.Introspector$1 source: jrt:/java.desktop
[0.737s][info][class,load] java.beans.ThreadGroupContext source: jrt:/java.desktop
[0.737s][info][class,load] java.beans.WeakIdentityMap source: jrt:/java.desktop
[0.737s][info][class,load] java.beans.ThreadGroupContext$1 source: jrt:/java.desktop
[0.737s][info][class,load] java.beans.WeakIdentityMap$Entry source: jrt:/java.desktop
[0.738s][info][class,load] com.sun.beans.finder.InstanceFinder source: jrt:/java.desktop
[0.738s][info][class,load] com.sun.beans.finder.BeanInfoFinder source: jrt:/java.desktop
[0.738s][info][class,load] java.lang.invoke.StringConcatFactory source: jrt:/java.base
[0.738s][info][class,load] java.lang.invoke.StringConcatFactory$Strategy source: jrt:/java.base
[0.739s][info][class,load] java.lang.invoke.MethodHandleImpl$AsVarargsCollector source: jrt:/java.base
[0.739s][info][class,load] java.lang.invoke.StringConcatFactory$1 source: jrt:/java.base
[0.739s][info][class,load] java.lang.invoke.StringConcatFactory$Mode source: jrt:/java.base
[0.739s][info][class,load] java.lang.invoke.StringConcatFactory$Recipe source: jrt:/java.base
[0.739s][info][class,load] java.lang.invoke.StringConcatFactory$RecipeElement source: jrt:/java.base
[0.739s][info][class,load] java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy source: jrt:/java.base
[0.739s][info][class,load] java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$1 source: jrt:/java.base
[0.739s][info][class,load] java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$2 source: jrt:/java.base
[0.740s][info][class,load] java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$3 source: jrt:/java.base
[0.740s][info][class,load] java.lang.StringConcatHelper source: jrt:/java.base
[0.740s][info][class,load] java.lang.invoke.StringConcatFactory$Stringifiers source: jrt:/java.base
[0.740s][info][class,load] java.lang.ClassValue source: jrt:/java.base
[0.740s][info][class,load] java.lang.invoke.StringConcatFactory$Stringifiers$StringifierMost source: jrt:/java.base
[0.740s][info][class,load] java.lang.ClassValue$Entry source: jrt:/java.base
